Feature ID,Feature Name,Feature Class,Primary State,Primary County Name,Elevation (Meters),Elevation (Feet),USGS Map Name,Primary Point (Coordinates),Date Created,Date Edited
1941156,Rockwell Community Nursing Home,Hospital,IA,Cerro Gordo,347,1138,Sheffield,POINT (-93.1827019 42.9874663),10/23/2001,
1945036,Mercy Clinic,Hospital,IA,Fayette,342,1122,Oelwein,POINT (-91.9021142 42.675817),10/24/2001,
1969237,Community Care Village,Hospital,IA,Madison,343,1125,Winterset,POINT (-94.0266175 41.3311014),01/15/2003,
1944623,Anderson Chiropractic Office,Hospital,IA,Worth,376,1234,Northwood,POINT (-93.2204816 43.4449578),10/24/2001,
1981874,Midwest Health and Wellness Center,Hospital,IA,Monona,350,1148,Mapleton,POINT (-95.7922287 42.1597116),01/16/2003,
1907122,Hartley Clinic,Hospital,IA,O'Brien,444,1457,Hartley,POINT (-95.4711177 43.1852502),05/07/2001,
1981128,Fort Madison Eye Clinic,Hospital,IA,Lee,164,538,Fort Madison,POINT (-91.3109837 40.6311522),01/16/2003,
1969091,Atlantic Dental Center,Hospital,IA,Cass,370,1214,Wiota,POINT (-94.9930436 41.4024895),01/15/2003,
1941024,Stone Creek Family Dental Clinic,Hospital,IA,Cerro Gordo,355,1165,Mason City,POINT (-93.2460374 43.1488492),10/23/2001,
1976064,Stogdill Chiropractic Center,Hospital,IA,Davis,267,876,Bloomfield North,POINT (-92.4140741 40.7519661),01/15/2003,
1945150,Fayette Dental Clinic,Hospital,IA,Fayette,307,1007,Fayette,POINT (-91.8018294 42.8435921),10/24/2001,
1907632,Family Dentistry Center,Hospital,IA,Dickinson,455,1493,Lake Park,POINT (-95.3208337 43.45552),05/07/2001,
1975880,Chiropractic Health Center,Hospital,IA,Marion,275,902,Knoxville,POINT (-93.0974261 41.3166634),01/15/2003,
463582,Madison County Hospital,Hospital,IA,Madison,339,1112,Winterset,POINT (-94.0169908 41.328182500000004),01/01/2000,11/09/2017
1976230,Keota Community Clinic,Hospital,IA,Keokuk,244,801,Keota,POINT (-91.952397 41.3636237),01/15/2003,
1948558,New Hampton Care Center,Hospital,IA,Chickasaw,349,1145,New Hampton,POINT (-92.3168435 43.0541413),01/31/2002,
1949871,Medical Clinic,Hospital,IA,Fremont,356,1168,Sidney,POINT (-95.64749590000001 40.7483337),01/31/2002,
1925463,Emmetsburg Chiropractic Clinic,Hospital,IA,Palo Alto,375,1230,Emmetsburg,POINT (-94.6802578 43.112465),06/15/2001,
1969612,Decatur Medical Services Center,Hospital,IA,Decatur,347,1138,Garden Grove SW,POINT (-93.7488327 40.7513905),01/15/2003,
1969639,Lamoni Chiropractic Center,Hospital,IA,Decatur,344,1129,Lamoni South,POINT (-93.9330047 40.6213881),01/15/2003,
1944750,Mercy Family Care Center - Sheffield,Hospital,IA,Franklin,327,1073,Sheffield,POINT (-93.2138133 42.8896908),10/24/2001,
1907045,Sutherland Family Medicine Center,Hospital,IA,O'Brien,436,1430,Sutherland East,POINT (-95.4983392 42.9741435),05/07/2001,
1968929,Corning Family Chiropractic Center,Hospital,IA,Adams,346,1135,Corning South,POINT (-94.7358067 40.9885973),01/15/2003,
1949470,Avoca Nursing and Rehabilitation Center,Hospital,IA,Pottawattamie,358,1175,Avoca,POINT (-95.3355548 41.4844347),01/31/2002,
1980921,Wolfe Clinic Eye Center,Hospital,IA,Van Buren,177,581,Keosauqua,POINT (-91.9621171 40.7294724),01/16/2003,
1975467,Ottumwa Good Samaritan Center,Hospital,IA,Wapello,227,745,Ottumwa North,POINT (-92.4501861 41.0041809),01/15/2003,
1907326,Sibley Care Center,Hospital,IA,Osceola,468,1535,Sibley East,POINT (-95.7430712 43.4113577),05/07/2001,
1907177,Northwest Iowa Urologists Center,Hospital,IA,Cherokee,383,1257,Cherokee North,POINT (-95.5480628 42.7591497),05/07/2001,
1906569,Hull Family Physicians Building,Hospital,IA,Sioux,440,1444,Hull,POINT (-96.1336329 43.1885919),05/07/2001,
1949075,Strawberry Point Medical Center,Hospital,IA,Clayton,371,1217,Strawberry Point,POINT (-91.5329236 42.6838734),01/31/2002,
1969478,Greater Community Hospital,Hospital,IA,Union,396,1299,Creston West,POINT (-94.3841263 41.0699889),01/15/2003,
1981684,Orthopedic Clinic,Hospital,IA,Washington,230,755,Washington,POINT (-91.6871112 41.2891839),01/16/2003,
1970074,Carlisle Dental Office,Hospital,IA,Warren,245,804,Hartford,POINT (-93.4885467 41.4930459),01/15/2003,
1948356,Family Foot Health Care Center,Hospital,IA,Bremer,278,912,Waverly,POINT (-92.4732403 42.725258700000005),01/31/2002,
1941039,Sun Rise Care and Rehabilitation Center for Mason City,Hospital,IA,Cerro Gordo,348,1142,Mason City,POINT (-93.2213148 43.1494055),10/23/2001,
1925467,Parc Hall,Hospital,IA,Palo Alto,381,1250,Emmetsburg,POINT (-94.6913692 43.12024250000001),06/15/2001,
1969020,Adair Community Health Center,Hospital,IA,Adair,444,1457,Adair North,POINT (-94.6449752 41.5047094),01/15/2003,
1906849,Plymouth Manor Care Center,Hospital,IA,Plymouth,400,1312,Le Mars,POINT (-96.1544666 42.781379),05/07/2001,
465308,Evangelical Deaconess Home and Hospital,Hospital,IA,Marshall,286,938,Marshalltown,POINT (-92.9079774 42.0491546),01/01/2000,
1949722,Dialysis Center of Council Bluffs,Hospital,IA,Pottawattamie,310,1017,Council Bluffs North,POINT (-95.8475117 41.2630537),01/31/2002,
1944418,Community Dental Center,Hospital,IA,Wright,340,1115,Eagle Grove,POINT (-93.9068906 42.6638602),10/24/2001,
1907598,Chiropractic Associates Center,Hospital,IA,Dickinson,444,1457,Spirit Lake,POINT (-95.1247174 43.4160736),05/07/2001,
1941019,North Iowa Mercy Health Center,Hospital,IA,Cerro Gordo,348,1142,Mason City,POINT (-93.2168703 43.1485724),10/23/2001,
1945031,Preventative Family Dentistry Center,Hospital,IA,Fayette,323,1060,Oelwein,POINT (-91.910448 42.6780393),10/24/2001,
1976260,Maplewood Manor,Hospital,IA,Keokuk,243,797,Keota,POINT (-91.9473968 41.365846),01/15/2003,
1975878,Iowa Health Physicians Center,Hospital,IA,Marion,278,912,Knoxville,POINT (-93.1132599 41.3116633),01/15/2003,
1945489,Mercy Family Care Center,Hospital,IA,Butler,301,988,Dumont North,POINT (-92.9721406 42.7505295),10/24/2001,
1981278,Donnellson Chiropractic Clinic,Hospital,IA,Lee,214,702,Donnellson,POINT (-91.5640472 40.643093),01/16/2003,
1981439,Family Vision Center,Hospital,IA,Henry,219,718,Mount Pleasant,POINT (-91.5579383 40.9636403),01/16/2003,
1949165,Family Medicine Associates Center,Hospital,IA,Clayton,324,1063,Garnavillo,POINT (-91.2356867 42.8680426),01/31/2002,
1949757,Tobin Eye Institute,Hospital,IA,Pottawattamie,317,1040,Council Bluffs South,POINT (-95.8266777 41.23888730000001),01/31/2002,
1925762,Methodist Manor,Hospital,IA,Buena Vista,430,1411,Storm Lake,POINT (-95.2169404 42.6419249),06/15/2001,
1941036,Haas Chiropractic Clinic,Hospital,IA,Cerro Gordo,348,1142,Mason City,POINT (-93.2007589 43.1380177),10/23/2001,
1945356,Marble Rock Medical Clinic,Hospital,IA,Floyd,306,1004,Greene,POINT (-92.8685276 42.965249),10/24/2001,
1970485,Corydon Medical Clinic,Hospital,IA,Wayne,332,1089,Corydon,POINT (-93.3113227 40.7541723),01/15/2003,
1970076,Gvist Chiropractic Clinic,Hospital,IA,Warren,242,794,Hartford,POINT (-93.4863245 41.4972124),01/15/2003,
1981686,Washington Medical Clinic,Hospital,IA,Washington,230,755,Washington,POINT (-91.6871112 41.2891839),01/16/2003,
1907319,Wiese Chiropractic Office,Hospital,IA,Osceola,467,1532,Sibley West,POINT (-95.7508493 43.403858),05/07/2001,
1907187,West Bluff Medical Associates Building,Hospital,IA,Cherokee,366,1201,Cherokee North,POINT (-95.551674 42.7549832),05/07/2001,
454836,Broadlawns Medical Center,Hospital,IA,Polk,269,883,Des Moines SW,POINT (-93.6422876 41.6165978),01/01/2000,09/22/2016
465122,Iowa Masonic Nursing Home,Hospital,IA,Scott,200,656,Silvis,POINT (-90.4968004 41.5280891),01/01/2000,
1926100,Humboldt Care Center South,Hospital,IA,Humboldt,330,1083,Humboldt,POINT (-94.2271852 42.7299715),06/15/2001,
1970517,Seymour Fire Station,Hospital,IA,Wayne,327,1073,Seymour East,POINT (-93.12104050000002 40.6825095),01/15/2003,
1949742,Pulmonary Medicine Specialists Center,Hospital,IA,Pottawattamie,322,1056,Council Bluffs North,POINT (-95.8400115 41.2680536),01/31/2002,
1941338,Gunderson Lutheran Vision Center,Hospital,IA,Winneshiek,273,896,Decorah,POINT (-91.7945985 43.2916391),10/23/2001,
1949115,McGregor Manor,Hospital,IA,Clayton,211,692,Prairie du Chien,POINT (-91.1826299 43.018318),01/31/2002,
1981718,Kalona Chiropractic Clinic,Hospital,IA,Washington,201,659,Kalona,POINT (-91.7057239 41.4836278),01/16/2003,
1969919,ANP Foot and Ankle Clinic,Hospital,IA,Warren,286,938,Indianola,POINT (-93.5507708 41.3577706),01/15/2003,
1969482,Creston Nursing Rehabilitation Center,Hospital,IA,Union,398,1306,Creston West,POINT (-94.3841263 41.0688778),01/15/2003,
1941205,Blinkman Chiropractic Center,Hospital,IA,Cerro Gordo,377,1237,Clear Lake West,POINT (-93.3754836 43.1332929),10/23/2001,
1944280,Spencer Chiropractic Clinic,Hospital,IA,Clay,401,1316,Spencer,POINT (-95.1491615 43.128302700000006),10/24/2001,
1945260,Charles City Family Health Center,Hospital,IA,Floyd,321,1053,Charles City,POINT (-92.6829673 43.0499722),10/24/2001,
465980,Pine Knoll Nursing Home,Hospital,IA,Scott,202,663,Davenport East,POINT (-90.6184715 41.5222543),01/01/2000,
1982578,ANP Foot and Ankle Clinic,Hospital,IA,Shelby,381,1250,Harlan,POINT (-95.3249985 41.6477663),01/16/2003,
1975872,Knoxville Hospital,Hospital,IA,Marion,277,909,Knoxville,POINT (-93.1117557 41.3108637),01/15/2003,07/16/2017
1976385,Fairfield Dental Clinic,Hospital,IA,Jefferson,236,774,Fairfield North,POINT (-91.9640616 41.0050202),01/15/2003,
463573,Lucas County Health Center,Hospital,IA,Lucas,317,1040,Chariton,POINT (-93.30183470000001 41.0276876),01/01/2000,01/11/2020
1976387,Hunt Chiropractic Center,Hospital,IA,Jefferson,236,774,Fairfield North,POINT (-91.9640616 41.0058535),01/15/2003,
1982427,Morning Sun Clinic,Hospital,IA,Louisa,230,755,Morning Sun,POINT (-91.25654 41.0966984),01/16/2003,
1970768,Heartland Eye Care Center,Hospital,IA,Mahaska,256,840,Oskaloosa,POINT (-92.6432481 41.2955617),01/15/2003,
1981714,Eye Associates Center of Iowa City,Hospital,IA,Washington,201,659,Kalona,POINT (-91.7057239 41.48335),01/16/2003,
1945444,Parkersburg Family Dentistry Center,Hospital,IA,Butler,298,978,Parkersburg,POINT (-92.789919 42.5730353),10/24/2001,
1976067,Osteopathic Medical Center,Hospital,IA,Davis,266,873,Bloomfield North,POINT (-92.4224076 40.7505773),01/15/2003,
1925493,Ruthven Community Care Center,Hospital,IA,Palo Alto,431,1414,Ruthven,POINT (-94.8860971 43.12968750000001),06/15/2001,
1906559,Ireton Family Practice Building,Hospital,IA,Sioux,432,1417,Ireton,POINT (-96.3180807 42.9752656),05/07/2001,
1969243,Country Haven Guest Home,Hospital,IA,Madison,,,Winterset,POINT (0 0),01/15/2003,
1975464,Ottumwa Dermatology Clinic,Hospital,IA,Wapello,212,696,Ottumwa North,POINT (-92.4121296 41.0214034),01/15/2003,
1982442,Washington Eye Care Center,Hospital,IA,Louisa,185,607,Columbus Junction,POINT (-91.3604331 41.2794697),01/16/2003,
1970491,Clark Eye Center,Hospital,IA,Wayne,334,1096,Corydon,POINT (-93.3188229 40.7583388),01/15/2003,
465297,Saint Elizabeths Hospital,Hospital,IA,Scott,211,692,Davenport East,POINT (-90.591804 41.5439211),01/01/2000,
1907321,Sibley Family and Sports Chiropractic Center,Hospital,IA,Osceola,463,1519,Sibley West,POINT (-95.751127 43.3996915),05/07/2001,
463805,Palo Alto County Hospital,Hospital,IA,Palo Alto,381,1250,Emmetsburg,POINT (-94.6910021 43.1202314),01/01/2000,01/12/2020
1945159,Prairie View Residential Care Center,Hospital,IA,Fayette,,,Fayette,POINT (0 0),10/24/2001,
461145,Genesis Medical Center East Campus,Hospital,IA,Scott,206,676,Davenport East,POINT (-90.5572444 41.5422401),01/01/2000,04/06/2017
1906697,Sanford Rock Rapids Medical Center,Hospital,IA,Lyon,419,1375,Rock Rapids,POINT (-96.1719886 43.4238164),05/07/2001,01/12/2020
1981438,Heritage Medical Center,Hospital,IA,Henry,221,725,Mount Pleasant,POINT (-91.5579383 40.9661402),01/16/2003,
1968803,Bedford Nursing and Rehabilitation Center,Hospital,IA,Taylor,352,1155,Bedford,POINT (-94.7258027 40.6688766),01/15/2003,
1941031,Mason City Clinic,Hospital,IA,Cerro Gordo,345,1132,Mason City,POINT (-93.2138147 43.1496836),10/23/2001,
1925252,Louscher Family Dentistry,Hospital,IA,Kossuth,366,1201,Algona,POINT (-94.2294078 43.0713551),06/15/2001,
457014,UnityPoint Health Keokuk Hospital,Hospital,IA,Lee,184,604,Keokuk,POINT (-91.3872533 40.4068076),01/01/2000,01/14/2020
1969929,Indianola Vision Center,Hospital,IA,Warren,295,968,Indianola,POINT (-93.5621599 41.3599927),01/15/2003,
1968516,Garden View Care Center,Hospital,IA,Page,301,988,Shenandoah West,POINT (-95.3808214 40.75638630000001),01/15/2003,
1982068,Alegent Health Missouri Valley Center,Hospital,IA,Harrison,358,1175,Missouri Valley,POINT (-95.8847325 41.5630476),01/16/2003,
454992,Burgess Health Medical Center,Hospital,IA,Monona,322,1056,Onawa,POINT (-96.1063688 42.0252416),01/01/2000,01/06/2020
1970253,Saint Josephs Mercy Medical Clinic,Hospital,IA,Appanoose,276,906,Hiattsville,POINT (-92.8626982 40.7514025),01/15/2003,
1925224,Bancroft Medical and Dental Clinic,Hospital,IA,Kossuth,356,1168,Bancroft,POINT (-94.2207972 43.2932941),06/15/2001,
1944876,Mitchell County Memorial Hospital,Hospital,IA,Mitchell,356,1168,Osage,POINT (-92.8085276 43.2896937),10/24/2001,
1907233,Aurelia Medical Clinic,Hospital,IA,Cherokee,423,1388,Aurelia,POINT (-95.4369479 42.7130378),05/07/2001,
1907218,Heartland Care Center,Hospital,IA,Cherokee,446,1463,Marcus,POINT (-95.800291 42.8194306),05/07/2001,
1970198,Heffron Chiropractic Office,Hospital,IA,Appanoose,308,1010,Centerville East,POINT (-92.8738098 40.733347),01/15/2003,
1981135,Fort Madison Medical Clinic,Hospital,IA,Lee,165,541,Nauvoo,POINT (-91.3779302 40.6222627),01/16/2003,
458997,Mercy Iowa City Hospital,Hospital,IA,Johnson,208,682,Iowa City West,POINT (-91.5284811 41.6641164),04/30/1979,01/12/2020
1945326,Rockford Medical Clinic,Hospital,IA,Floyd,305,1001,Rockford,POINT (-92.9446411 43.05247),10/24/2001,
1981682,McCreedy Home,Hospital,IA,Washington,228,748,Washington,POINT (-91.6876669 41.2866839),01/16/2003,
1945542,Allison Care Center,Hospital,IA,Butler,321,1053,Allison,POINT (-92.8043612 42.7558101),10/24/2001,
1906512,Chiropractic Associates of Siouxland Building,Hospital,IA,Sioux,437,1434,Orange City,POINT (-96.0594634 43.0066532),05/07/2001,
1907108,Wide View Rest Home,Hospital,IA,O'Brien,435,1427,Paullina,POINT (-95.6922323 42.9849812),05/07/2001,
1949731,Loess Hills Nursing and Rehabilitation Center,Hospital,IA,Pottawattamie,325,1066,Council Bluffs North,POINT (-95.8364002 41.286942),01/31/2002,
1948355,Waverly Vision Center,Hospital,IA,Bremer,278,912,Waverly,POINT (-92.4715736 42.7252588),01/31/2002,
1969083,Midwest Medical Center,Hospital,IA,Cass,365,1197,Wiota,POINT (-94.9974882 41.4038784),01/15/2003,
1944476,Dows Care Center,Hospital,IA,Wright,352,1155,Dows West,POINT (-93.5029846 42.6494197),10/24/2001,
1925333,Pocahontas Manor Care Center,Hospital,IA,Pocahontas,374,1227,Pocahontas,POINT (-94.678036 42.7419186),06/15/2001,
1925661,Related Health Care Center,Hospital,IA,Winnebago,390,1280,Lake Mills,POINT (-93.529379 43.4163435),06/15/2001,
1949412,Cogley Physicians Clinic,Hospital,IA,Pottawattamie,338,1109,Neola,POINT (-95.616117 41.4497149),01/31/2002,
1907012,Christian Retirement Home,Hospital,IA,O'Brien,440,1444,Sheldon,POINT (-95.8414051 43.1802559),05/07/2001,
1925957,Garner Family Practice,Hospital,IA,Hancock,372,1220,Garner,POINT (-93.6013226 43.100793700000004),06/15/2001,
1969334,Earlham Medical Clinic,Hospital,IA,Madison,337,1106,Earlham East,POINT (-94.1241223 41.4919332),01/15/2003,
1948976,Thornton Manor Nursing Center,Hospital,IA,Allamakee,210,689,Lansing,POINT (-91.2348538 43.35997640000001),01/31/2002,
1976062,Sparks Medical Clinic,Hospital,IA,Davis,266,873,Bloomfield North,POINT (-92.4157408 40.756966),01/15/2003,
1906455,Hegg Medical Clinic,Hospital,IA,Sioux,385,1263,Rock Valley,POINT (-96.2841924 43.2022039),05/07/2001,
1948589,Nashua Dental Office,Hospital,IA,Chickasaw,296,971,Nashua,POINT (-92.5362957 42.9508091),01/31/2002,
1969430,Tingley Chiropractic Clinic,Hospital,IA,Ringgold,383,1257,Tingley,POINT (-94.1952307 40.8527699),01/15/2003,
1949752,Cogley Physicians Clinic,Hospital,IA,Pottawattamie,328,1076,Council Bluffs North,POINT (-95.834178 41.2683313),01/31/2002,
1949143,Family Medicine Associates Center,Hospital,IA,Clayton,191,627,Guttenberg,POINT (-91.0992958 42.78582310000001),01/31/2002,
1925761,Buena Vista Clinic,Hospital,IA,Buena Vista,434,1424,Storm Lake,POINT (-95.2227739 42.6449805),06/15/2001,
1907318,Country View Manor Incorporated,Hospital,IA,Osceola,469,1539,Sibley East,POINT (-95.7450157 43.4105244),05/07/2001,
1949733,CHI Health - Mercy Hospital Council Bluffs,Hospital,IA,Pottawattamie,324,1063,Council Bluffs North,POINT (-95.8390457 41.2689649),01/31/2002,09/22/2016
1970401,Chiropractic Health Center,Hospital,IA,Monroe,289,948,Albia,POINT (-92.807418 41.0183414),01/15/2003,
1925765,Storm Lake Chiropractic Clinic,Hospital,IA,Buena Vista,436,1430,Storm Lake,POINT (-95.2044401 42.6447025),06/15/2001,
1907088,Primghar Chiropractic Center,Hospital,IA,O'Brien,464,1522,Primghar,POINT (-95.6277876 43.0860884),05/07/2001,
1981908,Family Medical Clinic,Hospital,IA,Monona,321,1053,Onawa,POINT (-96.1058491 42.0260992),01/16/2003,
1926046,Kanawha Medical Clinic,Hospital,IA,Hancock,362,1188,Kanawha,POINT (-93.7932746 42.9346888),06/15/2001,
1976391,Holt Family Dental Care Center,Hospital,IA,Jefferson,233,764,Fairfield North,POINT (-91.962117 41.0055758),01/15/2003,
1949747,Neurosurgical Associates Center,Hospital,IA,Pottawattamie,328,1076,Council Bluffs North,POINT (-95.8350113 41.2677758),01/31/2002,
1975876,Whylie Eye Care Center,Hospital,IA,Marion,279,915,Knoxville,POINT (-93.0979816 41.3191633),01/15/2003,
1948660,Gentle Care Chiropractic Clinic,Hospital,IA,Howard,395,1296,Cresco SE,POINT (-92.1162771 43.3738569),01/31/2002,
1941345,Swella Clinic of Chiropractic,Hospital,IA,Winneshiek,270,886,Decorah,POINT (-91.7904317 43.2958057),10/23/2001,
1968688,Red Oak Physicians Clinic,Hospital,IA,Montgomery,359,1178,Red Oak North,POINT (-95.2147133 41.0272149),01/15/2003,
1941477,Gunderson Clinic,Hospital,IA,Winneshiek,384,1260,Calmar,POINT (-91.8648816 43.1830292),10/23/2001,
1982741,Manilla Medical Clinic,Hospital,IA,Crawford,409,1342,Manilla,POINT (-95.2336069 41.8899873),01/16/2003,
1944414,Trimark Physicians Group,Hospital,IA,Wright,338,1109,Eagle Grove,POINT (-93.9018904 42.66358240000001),10/24/2001,
1906515,Orange City Dentistry Building,Hospital,IA,Sioux,437,1434,Orange City,POINT (-96.0564077 43.0052644),05/07/2001,
1948553,New Hampton Clinic,Hospital,IA,Chickasaw,352,1155,New Hampton,POINT (-92.3179546 43.0571967),01/31/2002,
1968545,Clarinda Regional Health Center,Hospital,IA,Page,320,1050,Clarinda South,POINT (-95.0431743 40.7234688),01/15/2003,01/14/2020
1981433,Mount Pleasant Dental Associates,Hospital,IA,Henry,222,728,Mount Pleasant,POINT (-91.5540493 40.9691959),01/16/2003,
1907089,Baum Harmon Mercy Hospital,Hospital,IA,O'Brien,464,1522,Gaza,POINT (-95.62373300000002 43.088791),05/07/2001,10/13/2017
1925825,Newell Good Samaritan Center,Hospital,IA,Buena Vista,383,1257,Newell West,POINT (-95.0086005 42.6027565),06/15/2001,
1975459,Heartland Eye Care Center,Hospital,IA,Wapello,254,833,Ottumwa North,POINT (-92.3896291 41.0291813),01/15/2003,
1970526,Seymour Care Center,Hospital,IA,Wayne,323,1060,Seymour East,POINT (-93.1118736 40.684454),01/15/2003,
1949208,Community Chiropractic Center,Hospital,IA,Clayton,219,718,Elkader,POINT (-91.4043047 42.854985),01/31/2002,
1907186,Family Vision Clinic,Hospital,IA,Cherokee,368,1207,Cherokee North,POINT (-95.551674 42.75553870000001),05/07/2001,
1941018,Good Shepherd Health Center,Hospital,IA,Cerro Gordo,344,1129,Mason City,POINT (-93.1957589 43.1538508),10/23/2001,
1969609,Westview Acres Care Center,Hospital,IA,Decatur,343,1125,Davis City,POINT (-93.760222 40.7386127),01/15/2003,
1970771,Iowa Orthopaedic Center,Hospital,IA,Mahaska,255,837,Oskaloosa,POINT (-92.644637 41.2969504),01/15/2003,
1976205,Kapple Dental Associates Center,Hospital,IA,Keokuk,241,791,Sigourney,POINT (-92.2040699 41.3322334),01/15/2003,
1981428,Family Dental Health Services Center,Hospital,IA,Henry,214,702,Mount Pleasant,POINT (-91.5598827 40.9619736),01/16/2003,
1925925,Britt Chiropractic Center,Hospital,IA,Hancock,374,1227,Britt,POINT (-93.8027208 43.0966288),06/15/2001,
1944720,Hampton Health Care Center,Hospital,IA,Franklin,347,1138,Hampton South,POINT (-93.2052012 42.7338623),10/24/2001,
1944282,Iowa Eye Institute,Hospital,IA,Clay,405,1329,Spencer,POINT (-95.1697181 43.1560799),10/24/2001,
1948902,Miller-Gunderson Clinic,Hospital,IA,Allamakee,361,1184,Postville,POINT (-91.5698682 43.084979700000005),01/31/2002,
464835,Davenport Medical Center,Hospital,IA,Scott,193,633,Davenport East,POINT (-90.5884705 41.5508654),06/01/1992,
1975873,Department of Veterans Affairs Medical Center Knoxville Campus,Hospital,IA,Marion,278,912,Knoxville,POINT (-93.1140656 41.3223561),01/15/2003,05/01/2018
1925767,Family Dental Center,Hospital,IA,Buena Vista,436,1430,Storm Lake,POINT (-95.2030511 42.6458136),06/15/2001,
1969981,Sunset Dental Professionals Building,Hospital,IA,Warren,286,938,Norwalk,POINT (-93.6799416 41.479157),01/15/2003,
1949113,Great River Care Center,Hospital,IA,Clayton,221,725,Prairie du Chien,POINT (-91.1931857 43.0202624),01/31/2002,
1906692,Lyon Manor Care Center,Hospital,IA,Lyon,418,1371,Rock Rapids,POINT (-96.1753041 43.4205281),05/07/2001,
1976060,Bloomfield Care Center,Hospital,IA,Davis,267,876,Bloomfield North,POINT (-92.4179631 40.7600215),01/15/2003,
1976388,Family Chiropractic Center,Hospital,IA,Jefferson,234,768,Fairfield North,POINT (-91.9635059 41.0044646),01/15/2003,
1970201,Tubaugh Family Chiropractic Clinic,Hospital,IA,Appanoose,297,974,Centerville East,POINT (-92.8674207 40.7319583),01/15/2003,
1975460,Internal Medicine of Ottumwa Center,Hospital,IA,Wapello,254,833,Ottumwa North,POINT (-92.3896291 41.0291813),01/15/2003,
1975473,Child Health Specialty Clinic,Hospital,IA,Wapello,202,663,Ottumwa North,POINT (-92.4085184 41.0152924),01/15/2003,
1981208,Keokuk Convalescent Center,Hospital,IA,Lee,201,659,Keokuk,POINT (-91.3951524 40.4219883),01/16/2003,
458995,Genesis Medical Center - West Central Park,Hospital,IA,Scott,215,705,Davenport East,POINT (-90.5934324 41.5437725),01/01/2000,09/23/2016
1969055,Family Dental Center,Hospital,IA,Cass,357,1171,Atlantic,POINT (-95.01415540000002 41.406934),01/15/2003,
1926095,Humboldt County Memorial Hospital,Hospital,IA,Humboldt,334,1096,Humboldt,POINT (-94.2320323 42.7326814),06/15/2001,01/12/2020
1925718,Timely Mission Nursing Home,Hospital,IA,Winnebago,363,1191,Buffalo Center,POINT (-93.9530086 43.3888465),06/15/2001,
1969921,Village Retirement Community Building,Hospital,IA,Warren,293,961,Indianola,POINT (-93.568549 41.3733257),01/15/2003,
1969792,Family Eye Care Center of Osceola,Hospital,IA,Clarke,347,1138,Osceola,POINT (-93.7677199 41.0336075),01/15/2003,
1825186,Good Samaritan County Home,Hospital,IA,Plymouth,377,1237,Le Mars,POINT (-96.1464107 42.8002676),04/01/1999,
1982098,Westmont Care Center,Hospital,IA,Harrison,353,1158,Logan,POINT (-95.793342 41.6408236),01/16/2003,
463804,Floyd County Medical Center,Hospital,IA,Floyd,320,1050,Charles City,POINT (-92.6837314 43.0514106),01/01/2000,12/09/2017
1925927,Hancock County Memorial Hospital,Hospital,IA,Hancock,372,1220,Britt,POINT (-93.8080749 43.0982093),06/15/2001,11/20/2017
1948975,Lansing Clinic,Hospital,IA,Allamakee,207,679,Lansing,POINT (-91.2187425 43.3621985),01/31/2002,
456863,Virginia Gay Hospital,Hospital,IA,Benton,252,827,Vinton,POINT (-92.01252800000002 42.17350040000001),04/30/1979,01/11/2020
1970774,Mahaska Physicians Clinic,Hospital,IA,Mahaska,249,817,Oskaloosa,POINT (-92.6293588 41.3000063),01/15/2003,
1906923,Akron Family Practice Clinic,Hospital,IA,Plymouth,350,1148,Akron,POINT (-96.5580884 42.8286039),05/07/2001,
1969141,Massena Medical Center,Hospital,IA,Cass,376,1234,Massena,POINT (-94.7683113 41.251376),01/15/2003,
1906908,Kingsley Medical Clinic,Hospital,IA,Plymouth,382,1253,Kingsley,POINT (-95.966961 42.5874907),05/07/2001,
1949967,Sidney Health Center,Hospital,IA,Fremont,356,1168,Sidney,POINT (-95.64749590000001 40.7483337),01/31/2002,
1945265,Slinger Chiropractic Clinic,Hospital,IA,Floyd,319,1047,Charles City,POINT (-92.6771336 43.0527501),10/24/2001,
1980954,Douds Medical Clinic,Hospital,IA,Van Buren,183,600,Douds,POINT (-92.0865655 40.8394673),01/16/2003,
1981497,New London Nursing and Rehabilitation Center,Hospital,IA,Henry,234,768,New London,POINT (-91.3995992 40.9269776),01/16/2003,
459000,Waverly Health Medical Center,Hospital,IA,Bremer,286,938,Waverly,POINT (-92.4825138 42.7227933),01/01/2000,01/05/2020
1925337,Kass Chiropractic Clinic,Hospital,IA,Pocahontas,376,1234,Pocahontas,POINT (-94.678036 42.7413631),06/15/2001,
1925335,Vonnahme Chiropractic Clinic,Hospital,IA,Pocahontas,375,1230,Pocahontas,POINT (-94.6685912 42.734141),06/15/2001,
1945525,Maple Manor,Hospital,IA,Butler,295,968,Parkersburg,POINT (-92.8738085 42.5833121),10/24/2001,
1945258,Kloberdanz Foot and Ankle Clinic,Hospital,IA,Floyd,308,1010,Charles City,POINT (-92.6718557 43.0566391),10/24/2001,
1975799,Hilltop Manor,Hospital,IA,Marion,259,850,Pella,POINT (-92.9115868 41.4127756),01/15/2003,
1948652,Joslyn Chiropractic Clinic,Hospital,IA,Howard,395,1296,Cresco SE,POINT (-92.11683270000002 43.3744124),01/31/2002,
1980966,Van Buren County Hospital and Clinic,Hospital,IA,Van Buren,169,554,Bonaparte,POINT (-91.8032228 40.6980874),01/16/2003,
